lat_lon,flag_gfw,lat,lon,fishing_hours
-20.0_342.0,PRT,-20.0,342.0,33.76990000000001
-20.0_342.0,TWN,-20.0,342.0,32.26839999999999
-20.0_342.0,VUT,-20.0,342.0,56.2704
-20.0_343.0,ESP,-20.0,343.0,41.27247500000001
-20.0_343.0,TWN,-20.0,343.0,57.755575
-20.0_343.0,VUT,-20.0,343.0,11.5055
-20.0_344.0,ESP,-20.0,344.0,22.651142857142855
-20.0_344.0,TWN,-20.0,344.0,48.45977500000001
-20.0_345.0,ESP,-20.0,345.0,198.3547249999999
-20.0_345.0,PRT,-20.0,345.0,10.13105
-20.0_345.0,TWN,-20.0,345.0,17.572999999999993
-20.0_346.0,ESP,-20.0,346.0,35.17926666666667
-20.0_346.0,PRT,-20.0,346.0,48.446600000000004
-20.0_346.0,TWN,-20.0,346.0,33.149750000000004
-20.0_347.0,ESP,-20.0,347.0,68.91735000000001
-20.0_347.0,TWN,-20.0,347.0,36.238
-20.0_348.0,ESP,-20.0,348.0,83.14849999999998
-20.0_348.0,TWN,-20.0,348.0,46.905266666666655
-20.0_349.0,ESP,-20.0,349.0,12.188099999999999
-20.0_349.0,TWN,-20.0,349.0,50.9098
-20.0_35.0,CHL,-20.0,35.0,14.355942857142855
-20.0_35.0,CHN,-20.0,35.0,81.66783333333335
-20.0_35.0,JPN,-20.0,35.0,0.7033
-20.0_35.0,KOR,-20.0,35.0,386.79095
-20.0_35.0,MOZ,-20.0,35.0,140.55116666666666
-20.0_35.0,MUS,-20.0,35.0,52.61028
-20.0_35.0,SYC,-20.0,35.0,97.5277
-20.0_35.0,TWN,-20.0,35.0,170.28116
-20.0_350.0,ESP,-20.0,350.0,20.210749999999997
-20.0_351.0,ESP,-20.0,351.0,13.690400000000002
-20.0_351.0,PRT,-20.0,351.0,0.9715999999999999
-20.0_352.0,ESP,-20.0,352.0,51.960475
-20.0_352.0,PRT,-20.0,352.0,7.142399999999999
-20.0_353.0,ESP,-20.0,353.0,11.483899999999998
-20.0_354.0,ESP,-20.0,354.0,25.65455
-20.0_354.0,JPN,-20.0,354.0,3.6387
-20.0_355.0,ESP,-20.0,355.0,9.39572
-20.0_355.0,JPN,-20.0,355.0,17.318499999999997
-20.0_355.0,PRT,-20.0,355.0,34.607699999999994
-20.0_355.0,SEN,-20.0,355.0,71.99740000000001
-20.0_355.0,TWN,-20.0,355.0,7.926699999999999
-20.0_356.0,ESP,-20.0,356.0,75.7127625
-20.0_356.0,JPN,-20.0,356.0,16.13955
-20.0_356.0,PRT,-20.0,356.0,8.465000000000002
-20.0_356.0,SEN,-20.0,356.0,25.5341
-20.0_356.0,TWN,-20.0,356.0,44.7682
-20.0_357.0,ESP,-20.0,357.0,80.16413333333335
-20.0_357.0,JPN,-20.0,357.0,73.486175
-20.0_357.0,SEN,-20.0,357.0,23.660199999999996
-20.0_357.0,TWN,-20.0,357.0,75.62459999999999
-20.0_358.0,ESP,-20.0,358.0,176.01444444444445
-20.0_358.0,JPN,-20.0,358.0,81.9876
-20.0_358.0,PRT,-20.0,358.0,12.3579
-20.0_358.0,SEN,-20.0,358.0,70.28890000000001
-20.0_359.0,ESP,-20.0,359.0,297.8366111111111
-20.0_359.0,JPN,-20.0,359.0,170.23461249999997
-20.0_359.0,PRT,-20.0,359.0,49.01445
-20.0_359.0,SEN,-20.0,359.0,59.08709999999999
-20.0_359.0,TWN,-20.0,359.0,21.0314
-20.0_36.0,CHL,-20.0,36.0,30.84144
-20.0_36.0,CHN,-20.0,36.0,70.0745
-20.0_36.0,JPN,-20.0,36.0,131.10517142857142
-20.0_36.0,KOR,-20.0,36.0,126.66184444444444
-20.0_36.0,MOZ,-20.0,36.0,197.76596666666663
-20.0_36.0,MUS,-20.0,36.0,99.75048
-20.0_36.0,SYC,-20.0,36.0,18.93435
-20.0_36.0,TWN,-20.0,36.0,448.42186666666674
-20.0_37.0,AUS,-20.0,37.0,16.985
-20.0_37.0,CHL,-20.0,37.0,21.8425
-20.0_37.0,CHN,-20.0,37.0,0.2291
-20.0_37.0,ESP,-20.0,37.0,77.72184999999999
-20.0_37.0,JPN,-20.0,37.0,486.3745125
-20.0_37.0,KOR,-20.0,37.0,429.1653555555555
-20.0_37.0,MOZ,-20.0,37.0,54.08693333333334
-20.0_37.0,MUS,-20.0,37.0,735.2049200000005
-20.0_37.0,SYC,-20.0,37.0,96.08066666666663
-20.0_37.0,TWN,-20.0,37.0,60.93698333333334
-20.0_38.0,AUS,-20.0,38.0,1.9144
-20.0_38.0,CHN,-20.0,38.0,2.3552
-20.0_38.0,ESP,-20.0,38.0,24.936749999999996
-20.0_38.0,FRA,-20.0,38.0,3.1094
-20.0_38.0,JPN,-20.0,38.0,127.08009999999999
-20.0_38.0,KOR,-20.0,38.0,71.8327
-20.0_38.0,MOZ,-20.0,38.0,45.845099999999995
-20.0_38.0,MUS,-20.0,38.0,291.89791999999994
-20.0_38.0,SYC,-20.0,38.0,27.930100000000003
-20.0_38.0,TWN,-20.0,38.0,18.038433333333334
-20.0_39.0,FRA,-20.0,39.0,16.984299999999998
-20.0_39.0,MUS,-20.0,39.0,8.9502
-20.0_4.0,ESP,-20.0,4.0,146.75664444444442
-20.0_4.0,JPN,-20.0,4.0,421.4233777777782
-20.0_4.0,KOR,-20.0,4.0,61.857199999999985
-20.0_4.0,PRT,-20.0,4.0,10.5969
-20.0_4.0,TWN,-20.0,4.0,27.627966666666662
-20.0_40.0,FRA,-20.0,40.0,24.8731
-20.0_41.0,FRA,-20.0,41.0,40.27975
-20.0_41.0,KOR,-20.0,41.0,7.577999999999999
-20.0_42.0,CHN,-20.0,42.0,4.2535
-20.0_42.0,FRA,-20.0,42.0,123.99720000000002
-20.0_42.0,JPN,-20.0,42.0,520.8804666666664
-20.0_42.0,KOR,-20.0,42.0,695.4928000000001
-20.0_42.0,SYC,-20.0,42.0,17.740099999999998
-20.0_42.0,TWN,-20.0,42.0,67.0218
-20.0_43.0,CHN,-20.0,43.0,13.6662
-20.0_43.0,FRA,-20.0,43.0,11.1211
-20.0_43.0,JPN,-20.0,43.0,588.1017333333334
-20.0_43.0,KOR,-20.0,43.0,433.7234777777777
-20.0_43.0,SYC,-20.0,43.0,26.7651
-20.0_43.0,TWN,-20.0,43.0,58.389233333333344
-20.0_44.0,JPN,-20.0,44.0,302.6471555555556
-20.0_44.0,KOR,-20.0,44.0,156.96520000000004
-20.0_44.0,SYC,-20.0,44.0,29.6702
-20.0_44.0,TWN,-20.0,44.0,95.73135000000002
-20.0_49.0,BLZ,-20.0,49.0,13.444099999999999
-20.0_49.0,CHN,-20.0,49.0,32.41925
-20.0_49.0,FRA,-20.0,49.0,439.3208428571429
-20.0_49.0,MDG,-20.0,49.0,355.60475
-20.0_49.0,MYS,-20.0,49.0,258.6031166666666
-20.0_49.0,TWN,-20.0,49.0,606.7665555555552
-20.0_5.0,ESP,-20.0,5.0,57.79435555555556
-20.0_5.0,JPN,-20.0,5.0,484.0817555555555
-20.0_5.0,KOR,-20.0,5.0,156.72272000000004
-20.0_5.0,TWN,-20.0,5.0,81.8017
-20.0_50.0,BLZ,-20.0,50.0,85.2996
-20.0_50.0,CHN,-20.0,50.0,274.22695000000016
-20.0_50.0,FRA,-20.0,50.0,870.764985714286
-20.0_50.0,JPN,-20.0,50.0,31.1169
-20.0_50.0,MDG,-20.0,50.0,279.45939999999996
-20.0_50.0,MYS,-20.0,50.0,344.43674285714286
-20.0_50.0,REU,-20.0,50.0,61.91595000000001
-20.0_50.0,TWN,-20.0,50.0,1981.9558444444438
-20.0_51.0,BLZ,-20.0,51.0,99.32709999999999
-20.0_51.0,CHN,-20.0,51.0,430.03587999999974
-20.0_51.0,FRA,-20.0,51.0,278.8376999999999
-20.0_51.0,MDG,-20.0,51.0,40.25485
-20.0_51.0,MYS,-20.0,51.0,292.7951428571429
-20.0_51.0,REU,-20.0,51.0,8.26665
-20.0_51.0,TWN,-20.0,51.0,1577.9760222222224
-20.0_52.0,CHN,-20.0,52.0,121.31748000000002
-20.0_52.0,FRA,-20.0,52.0,122.19126666666665
-20.0_52.0,MYS,-20.0,52.0,114.73959999999997
-20.0_52.0,REU,-20.0,52.0,41.77695
-20.0_52.0,TWN,-20.0,52.0,880.9621888888882
-20.0_53.0,CHN,-20.0,53.0,6.5247
-20.0_53.0,FRA,-20.0,53.0,496.7221222222223
-20.0_53.0,MUS,-20.0,53.0,20.018
-20.0_53.0,MYS,-20.0,53.0,10.3902
-20.0_53.0,REU,-20.0,53.0,33.5814
-20.0_53.0,TWN,-20.0,53.0,0.9192
-20.0_54.0,FRA,-20.0,54.0,1692.6684555555557
-20.0_54.0,REU,-20.0,54.0,35.035399999999996
-20.0_54.0,TWN,-20.0,54.0,0.5972000000000001
-20.0_55.0,FRA,-20.0,55.0,922.8920000000003
-20.0_55.0,REU,-20.0,55.0,92.2233
-20.0_56.0,BLZ,-20.0,56.0,3.4749
-20.0_56.0,ESP,-20.0,56.0,1.8699
-20.0_56.0,FRA,-20.0,56.0,397.8335555555554
-20.0_56.0,PRT,-20.0,56.0,10.6778
-20.0_56.0,TWN,-20.0,56.0,7.90672
-20.0_57.0,AUS,-20.0,57.0,12.854533333333334
-20.0_57.0,BLZ,-20.0,57.0,3.5012000000000003
-20.0_57.0,CHN,-20.0,57.0,350.5430833333333
-20.0_57.0,COK,-20.0,57.0,1.4214
-20.0_57.0,COM,-20.0,57.0,16.663849999999996
-20.0_57.0,ESP,-20.0,57.0,42.640249999999995
-20.0_57.0,FRA,-20.0,57.0,63.20014285714286
-20.0_57.0,GBR,-20.0,57.0,12.140599999999997
-20.0_57.0,JPN,-20.0,57.0,11.252057142857142
-20.0_57.0,KOR,-20.0,57.0,17.223833333333335
-20.0_57.0,MDV,-20.0,57.0,0.6316
-20.0_57.0,MUS,-20.0,57.0,271.53181666666677
-20.0_57.0,MYS,-20.0,57.0,18.245820000000002
-20.0_57.0,PRT,-20.0,57.0,20.80988
-20.0_57.0,REU,-20.0,57.0,5.4270499999999995
-20.0_57.0,SYC,-20.0,57.0,171.3448428571428
-20.0_57.0,THA,-20.0,57.0,0.3
-20.0_57.0,TWN,-20.0,57.0,519.2708749999999
-20.0_58.0,CHN,-20.0,58.0,24.3057
-20.0_58.0,FRA,-20.0,58.0,96.34072
-20.0_58.0,JPN,-20.0,58.0,0.078
-20.0_58.0,MUS,-20.0,58.0,134.93168333333335
-20.0_58.0,MYS,-20.0,58.0,4.2052
-20.0_58.0,REU,-20.0,58.0,12.485899999999999
-20.0_58.0,SYC,-20.0,58.0,61.45075
-20.0_58.0,TWN,-20.0,58.0,7.781383333333333
-20.0_59.0,CHN,-20.0,59.0,10.440400000000002
-20.0_59.0,FRA,-20.0,59.0,64.51813333333332
-20.0_59.0,MUS,-20.0,59.0,20.267049999999998
-20.0_59.0,MYS,-20.0,59.0,0.5105
-20.0_59.0,PRT,-20.0,59.0,11.017299999999999
-20.0_59.0,REU,-20.0,59.0,10.627699999999999
-20.0_59.0,TWN,-20.0,59.0,655.8825499999999
-20.0_6.0,CHN,-20.0,6.0,15.702166666666665
-20.0_6.0,ESP,-20.0,6.0,92.03807777777779
-20.0_6.0,JPN,-20.0,6.0,407.1778222222223
-20.0_6.0,KOR,-20.0,6.0,50.380900000000004
-20.0_6.0,PRT,-20.0,6.0,34.71724999999999
-20.0_6.0,SEN,-20.0,6.0,139.94900000000004
-20.0_6.0,TWN,-20.0,6.0,18.9981
-20.0_6.0,VUT,-20.0,6.0,15.920600000000004
-20.0_60.0,CHN,-20.0,60.0,14.843399999999997
-20.0_60.0,FRA,-20.0,60.0,22.71092
-20.0_60.0,MUS,-20.0,60.0,21.841866666666665
-20.0_60.0,MYS,-20.0,60.0,72.5009
-20.0_60.0,REU,-20.0,60.0,7.1888
-20.0_60.0,TWN,-20.0,60.0,2177.782487499999
-20.0_61.0,CHN,-20.0,61.0,3.8218
-20.0_61.0,FRA,-20.0,61.0,26.90944
-20.0_61.0,MUS,-20.0,61.0,19.75605
-20.0_61.0,MYS,-20.0,61.0,94.01620000000001
-20.0_61.0,PRT,-20.0,61.0,0.9527
-20.0_61.0,TWN,-20.0,61.0,1283.436075
-20.0_62.0,CHN,-20.0,62.0,0.2927
-20.0_62.0,FRA,-20.0,62.0,89.14380000000001
-20.0_62.0,JPN,-20.0,62.0,23.5208
-20.0_62.0,MUS,-20.0,62.0,170.48194
-20.0_62.0,TWN,-20.0,62.0,370.2358500000001
-20.0_63.0,FRA,-20.0,63.0,14.145399999999999
-20.0_63.0,MUS,-20.0,63.0,64.0215
-20.0_63.0,TWN,-20.0,63.0,29.619300000000003
-20.0_64.0,CHN,-20.0,64.0,0.8008
-20.0_64.0,JPN,-20.0,64.0,0.2747
-20.0_65.0,TWN,-20.0,65.0,141.75689999999994
-20.0_66.0,TWN,-20.0,66.0,365.86576666666673
-20.0_67.0,CHN,-20.0,67.0,52.73623333333334
-20.0_67.0,KOR,-20.0,67.0,0.6211
-20.0_67.0,MYS,-20.0,67.0,21.888399999999997
-20.0_67.0,TWN,-20.0,67.0,137.63245
-20.0_68.0,CHN,-20.0,68.0,172.465975
-20.0_68.0,ESP,-20.0,68.0,33.42829999999999
-20.0_68.0,KOR,-20.0,68.0,17.5594
-20.0_68.0,MYS,-20.0,68.0,179.45460000000014
-20.0_68.0,PRT,-20.0,68.0,15.679499999999999
-20.0_68.0,SYC,-20.0,68.0,19.4272
-20.0_68.0,TWN,-20.0,68.0,325.09675999999996
-20.0_69.0,BLZ,-20.0,69.0,41.662699999999994
-20.0_69.0,CHN,-20.0,69.0,140.7458
-20.0_69.0,ESP,-20.0,69.0,36.81399999999999
-20.0_69.0,MYS,-20.0,69.0,143.70376666666667
-20.0_69.0,PRT,-20.0,69.0,23.538699999999995
-20.0_69.0,SYC,-20.0,69.0,10.310400000000001
-20.0_69.0,TWN,-20.0,69.0,118.33699999999999
-20.0_7.0,CHN,-20.0,7.0,4.635833333333333
-20.0_7.0,ESP,-20.0,7.0,120.21258750000004
-20.0_7.0,JPN,-20.0,7.0,299.38723750000014
-20.0_7.0,KOR,-20.0,7.0,77.72433333333333
-20.0_7.0,PRT,-20.0,7.0,17.126033333333336
-20.0_7.0,SEN,-20.0,7.0,34.32159999999999
-20.0_7.0,TWN,-20.0,7.0,64.05879999999999
-20.0_70.0,BLZ,-20.0,70.0,29.9282
-20.0_70.0,CHN,-20.0,70.0,173.39320000000004
-20.0_70.0,ESP,-20.0,70.0,11.699399999999999
-20.0_70.0,MYS,-20.0,70.0,226.55774999999994
-20.0_70.0,SYC,-20.0,70.0,91.59385
-20.0_70.0,TWN,-20.0,70.0,226.06647500000003
-20.0_71.0,CHN,-20.0,71.0,178.869475
-20.0_71.0,MYS,-20.0,71.0,322.09326666666715
-20.0_71.0,SYC,-20.0,71.0,96.13165
-20.0_71.0,TWN,-20.0,71.0,178.27809999999994
-20.0_72.0,CHN,-20.0,72.0,201.57577499999996
-20.0_72.0,MYS,-20.0,72.0,194.6896999999999
-20.0_72.0,SYC,-20.0,72.0,19.8249
-20.0_72.0,TWN,-20.0,72.0,64.43495000000001
-20.0_73.0,CHN,-20.0,73.0,104.25522500000001
-20.0_73.0,MYS,-20.0,73.0,95.80649999999997
-20.0_73.0,SYC,-20.0,73.0,2.0701
-20.0_73.0,TWN,-20.0,73.0,108.31133333333337
-20.0_74.0,CHN,-20.0,74.0,218.1651666666667
-20.0_74.0,MYS,-20.0,74.0,189.55930000000004
-20.0_74.0,SYC,-20.0,74.0,16.629800000000003
-20.0_74.0,TWN,-20.0,74.0,125.77700000000007
-20.0_75.0,CHN,-20.0,75.0,348.92300000000006
-20.0_75.0,MYS,-20.0,75.0,139.06283333333337
-20.0_75.0,TWN,-20.0,75.0,134.473325
-20.0_76.0,CHN,-20.0,76.0,366.87983333333324
-20.0_76.0,MYS,-20.0,76.0,388.2063000000001
-20.0_76.0,SYC,-20.0,76.0,32.672799999999995
-20.0_76.0,TWN,-20.0,76.0,191.68689999999998
-20.0_77.0,CHN,-20.0,77.0,213.5951333333334
-20.0_77.0,MYS,-20.0,77.0,641.9431500000001
-20.0_77.0,TWN,-20.0,77.0,244.17826666666664
-20.0_78.0,CHN,-20.0,78.0,139.9465333333334
-20.0_78.0,MYS,-20.0,78.0,371.0846500000001
-20.0_78.0,TWN,-20.0,78.0,201.44353333333333
-20.0_79.0,CHN,-20.0,79.0,177.7464999999999
-20.0_79.0,MYS,-20.0,79.0,561.02285
-20.0_79.0,TWN,-20.0,79.0,185.2270666666667
-20.0_8.0,ESP,-20.0,8.0,104.463325
-20.0_8.0,JPN,-20.0,8.0,532.210233333333
-20.0_8.0,KOR,-20.0,8.0,296.89056666666676
-20.0_8.0,NAM,-20.0,8.0,22.774266666666666
-20.0_8.0,PRT,-20.0,8.0,75.61130000000001
-20.0_8.0,SEN,-20.0,8.0,58.1333
-20.0_8.0,TWN,-20.0,8.0,88.2424
-20.0_80.0,CHN,-20.0,80.0,319.1414
-20.0_80.0,IDN,-20.0,80.0,38.019999999999996
-20.0_80.0,MYS,-20.0,80.0,495.9053000000001
-20.0_80.0,TWN,-20.0,80.0,475.0919666666667
-20.0_81.0,CHN,-20.0,81.0,287.8053
-20.0_81.0,IDN,-20.0,81.0,9.2865
-20.0_81.0,MYS,-20.0,81.0,159.89755000000002
-20.0_81.0,TWN,-20.0,81.0,216.57459999999995
-20.0_82.0,CHN,-20.0,82.0,211.0092
-20.0_82.0,MYS,-20.0,82.0,45.25269999999999
-20.0_82.0,TWN,-20.0,82.0,51.1801
-20.0_83.0,CHN,-20.0,83.0,389.95930000000004
-20.0_83.0,IDN,-20.0,83.0,26.7597
-20.0_83.0,TWN,-20.0,83.0,24.202550000000006
-20.0_84.0,CHN,-20.0,84.0,520.9179000000003
-20.0_84.0,MYS,-20.0,84.0,73.49640000000001
-20.0_84.0,TWN,-20.0,84.0,48.662800000000004
-20.0_85.0,CHN,-20.0,85.0,251.00069999999997
-20.0_85.0,GBR,-20.0,85.0,10.018899999999999
-20.0_85.0,TWN,-20.0,85.0,36.1218
-20.0_86.0,CHN,-20.0,86.0,409.59129999999965
-20.0_86.0,GBR,-20.0,86.0,18.562700000000003
-20.0_86.0,JPN,-20.0,86.0,6.947000000000001
-20.0_86.0,TWN,-20.0,86.0,43.08529999999999
-20.0_87.0,CHN,-20.0,87.0,258.2437
-20.0_87.0,IDN,-20.0,87.0,53.868
-20.0_87.0,MYS,-20.0,87.0,93.90749999999997
-20.0_87.0,TWN,-20.0,87.0,30.0279
-20.0_88.0,CHN,-20.0,88.0,151.4253
-20.0_88.0,IDN,-20.0,88.0,4.920100000000001
-20.0_88.0,MYS,-20.0,88.0,290.5397
-20.0_89.0,CHN,-20.0,89.0,164.83320000000003
-20.0_89.0,MYS,-20.0,89.0,26.368499999999997
-20.0_89.0,TWN,-20.0,89.0,2.6807
-20.0_9.0,ESP,-20.0,9.0,53.6006625
-20.0_9.0,JPN,-20.0,9.0,301.85917777777775
-20.0_9.0,KOR,-20.0,9.0,79.85565
-20.0_9.0,NAM,-20.0,9.0,75.56664
-20.0_9.0,PRT,-20.0,9.0,28.604525
-20.0_9.0,SEN,-20.0,9.0,55.50769999999999
-20.0_90.0,BLZ,-20.0,90.0,1.5927
-20.0_90.0,CHN,-20.0,90.0,162.1932
-20.0_90.0,MYS,-20.0,90.0,9.900099999999998
-20.0_90.0,TWN,-20.0,90.0,32.45890000000001
-20.0_91.0,CHN,-20.0,91.0,56.07819999999999
-20.0_91.0,IDN,-20.0,91.0,4.6181
-20.0_92.0,CHN,-20.0,92.0,10.7455
-20.0_92.0,IDN,-20.0,92.0,86.908
-20.0_92.0,PRT,-20.0,92.0,2.1143
-20.0_93.0,IDN,-20.0,93.0,56.6649
-20.0_93.0,TWN,-20.0,93.0,1.6641
-20.0_94.0,IDN,-20.0,94.0,51.94200000000001
-20.0_94.0,JPN,-20.0,94.0,2.8985
-20.0_94.0,TWN,-20.0,94.0,19.6541
-20.0_95.0,IDN,-20.0,95.0,170.65510000000003
-20.0_95.0,JPN,-20.0,95.0,13.433
-20.0_95.0,TWN,-20.0,95.0,129.55739999999997
-20.0_96.0,IDN,-20.0,96.0,45.8984
-20.0_96.0,TWN,-20.0,96.0,161.47869999999998
-20.0_97.0,IDN,-20.0,97.0,160.99980000000002
-20.0_97.0,TWN,-20.0,97.0,105.3242
-20.0_98.0,IDN,-20.0,98.0,475.3629
-20.0_98.0,TWN,-20.0,98.0,40.9427
-20.0_99.0,IDN,-20.0,99.0,1260.2289000000007
-21.0_0.0,ESP,-21.0,0.0,114.66250000000001
-21.0_0.0,JPN,-21.0,0.0,397.6475222222221
-21.0_0.0,PRT,-21.0,0.0,37.93796666666666
-21.0_0.0,SEN,-21.0,0.0,48.08229999999999
-21.0_0.0,TWN,-21.0,0.0,19.6322
-21.0_1.0,ESP,-21.0,1.0,205.87131111111108
-21.0_1.0,JPN,-21.0,1.0,551.8979111111113
-21.0_1.0,KOR,-21.0,1.0,11.7671
-21.0_1.0,NAM,-21.0,1.0,1.7477
-21.0_1.0,PRT,-21.0,1.0,22.569074999999998
-21.0_1.0,SEN,-21.0,1.0,17.889300000000002
-21.0_1.0,TWN,-21.0,1.0,22.23165
-21.0_10.0,ESP,-21.0,10.0,36.78251250000001
-21.0_10.0,JPN,-21.0,10.0,31.170357142857142
-21.0_10.0,NAM,-21.0,10.0,152.08548333333337
-21.0_10.0,PRT,-21.0,10.0,85.6917
-21.0_10.0,SEN,-21.0,10.0,31.5183
-21.0_10.0,TWN,-21.0,10.0,6.223800000000001
-21.0_100.0,ESP,-21.0,100.0,33.05943333333333
-21.0_100.0,IDN,-21.0,100.0,1714.1813999999997
-21.0_100.0,PRT,-21.0,100.0,25.967833333333335
-21.0_101.0,ESP,-21.0,101.0,13.519749999999998
-21.0_101.0,GBR,-21.0,101.0,11.4826
-21.0_101.0,IDN,-21.0,101.0,1802.746499999999
-21.0_101.0,PRT,-21.0,101.0,119.13949999999996
-21.0_102.0,ESP,-21.0,102.0,18.639
-21.0_102.0,GBR,-21.0,102.0,59.3084
-21.0_102.0,IDN,-21.0,102.0,2105.491599999999
-21.0_102.0,PRT,-21.0,102.0,114.09443333333331
-21.0_103.0,ESP,-21.0,103.0,62.566349999999986
-21.0_103.0,GBR,-21.0,103.0,9.9774
-21.0_103.0,IDN,-21.0,103.0,1924.0223000000015
-21.0_103.0,JPN,-21.0,103.0,7.8374
-21.0_103.0,PRT,-21.0,103.0,93.41023333333332
-21.0_103.0,TWN,-21.0,103.0,29.553999999999995
-21.0_104.0,ESP,-21.0,104.0,43.36195000000001
-21.0_104.0,GBR,-21.0,104.0,27.988
-21.0_104.0,IDN,-21.0,104.0,940.0836999999996
-21.0_104.0,JPN,-21.0,104.0,55.48576666666668
-21.0_104.0,PRT,-21.0,104.0,98.30845000000004
-21.0_104.0,TWN,-21.0,104.0,2.27885
-21.0_105.0,ESP,-21.0,105.0,5.8277
-21.0_105.0,GBR,-21.0,105.0,36.5676
-21.0_105.0,IDN,-21.0,105.0,469.6955000000003
-21.0_105.0,JPN,-21.0,105.0,35.795225
-21.0_105.0,PRT,-21.0,105.0,376.1849
-21.0_106.0,ESP,-21.0,106.0,12.402400000000002
-21.0_106.0,IDN,-21.0,106.0,460.86369999999965
-21.0_106.0,JPN,-21.0,106.0,29.7632
-21.0_106.0,PRT,-21.0,106.0,74.0829
-21.0_107.0,ESP,-21.0,107.0,3.427
-21.0_107.0,IDN,-21.0,107.0,433.6435999999999
-21.0_107.0,JPN,-21.0,107.0,21.1432
-21.0_108.0,IDN,-21.0,108.0,55.30539999999999
-21.0_108.0,JPN,-21.0,108.0,61.04236666666667
-21.0_109.0,IDN,-21.0,109.0,219.85190000000006
-21.0_109.0,JPN,-21.0,109.0,5.248175
-21.0_109.0,TWN,-21.0,109.0,65.7314
-21.0_11.0,ESP,-21.0,11.0,73.58310000000002
-21.0_11.0,JPN,-21.0,11.0,142.81483333333327
-21.0_11.0,NAM,-21.0,11.0,507.81180000000006
-21.0_11.0,PRT,-21.0,11.0,121.6837
-21.0_11.0,SEN,-21.0,11.0,13.1047
-21.0_11.0,ZAF,-21.0,11.0,5.0216
-21.0_110.0,IDN,-21.0,110.0,162.6343
-21.0_110.0,TWN,-21.0,110.0,128.30419999999998
-21.0_112.0,AUS,-21.0,112.0,9.682699999999999
-21.0_113.0,AUS,-21.0,113.0,10.595600000000001
-21.0_114.0,AUS,-21.0,114.0,109.10200000000005
-21.0_115.0,AUS,-21.0,115.0,250.83871249999996
-21.0_116.0,AUS,-21.0,116.0,83.8634
-21.0_117.0,AUS,-21.0,117.0,421.83707142857156
-21.0_118.0,AUS,-21.0,118.0,26.90506666666666
-21.0_12.0,BLZ,-21.0,12.0,3.7466
-21.0_12.0,CHN,-21.0,12.0,9.2591
-21.0_12.0,ESP,-21.0,12.0,54.809924999999986
-21.0_12.0,JPN,-21.0,12.0,70.66173333333339
-21.0_12.0,KNA,-21.0,12.0,13.378599999999999
-21.0_12.0,NAM,-21.0,12.0,2264.9949600000004
-21.0_12.0,PRT,-21.0,12.0,39.783333333333324
-21.0_12.0,ZAF,-21.0,12.0,134.8651
-21.0_13.0,AGO,-21.0,13.0,5.4452
-21.0_13.0,BLZ,-21.0,13.0,49.509150000000005
-21.0_13.0,CHN,-21.0,13.0,10.211
-21.0_13.0,ESP,-21.0,13.0,11.3729
-21.0_13.0,JPN,-21.0,13.0,2.428
-21.0_13.0,NAM,-21.0,13.0,463.18599999999986
-21.0_13.0,ZAF,-21.0,13.0,69.71210000000002
-21.0_149.0,AUS,-21.0,149.0,1394.5715749999997
-21.0_150.0,AUS,-21.0,150.0,262.17869999999994
-21.0_151.0,AUS,-21.0,151.0,115.45776666666671
-21.0_152.0,AUS,-21.0,152.0,17.19105
-21.0_153.0,AUS,-21.0,153.0,12.337516666666666
-21.0_154.0,AUS,-21.0,154.0,573.7296333333334
-21.0_155.0,AUS,-21.0,155.0,262.32779999999997
-21.0_156.0,AUS,-21.0,156.0,70.82208333333334
-21.0_157.0,AUS,-21.0,157.0,65.27503333333334
-21.0_157.0,NCL,-21.0,157.0,63.680844444444446
-21.0_158.0,NCL,-21.0,158.0,532.7749333333334
-21.0_159.0,NCL,-21.0,159.0,98.14827777777776
-21.0_160.0,NCL,-21.0,160.0,657.0290777777781
-21.0_161.0,NCL,-21.0,161.0,126.87383333333335
-21.0_162.0,NCL,-21.0,162.0,645.4248111111115
-21.0_163.0,NCL,-21.0,163.0,1128.2627777777782
-21.0_164.0,JPN,-21.0,164.0,3.1090999999999998
-21.0_164.0,NCL,-21.0,164.0,715.8546555555556
-21.0_165.0,NCL,-21.0,165.0,145.6932
-21.0_166.0,NCL,-21.0,166.0,1037.5475444444446
-21.0_167.0,NCL,-21.0,167.0,857.7441000000003
-21.0_168.0,NCL,-21.0,168.0,289.50684999999993
-21.0_169.0,CHN,-21.0,169.0,1654.974583333332
-21.0_169.0,FJI,-21.0,169.0,160.57315
-21.0_169.0,KOR,-21.0,169.0,50.33310000000001
-21.0_169.0,NCL,-21.0,169.0,36.2642
-21.0_169.0,VUT,-21.0,169.0,62.9745
-21.0_170.0,CHN,-21.0,170.0,3681.663299999997
-21.0_170.0,FJI,-21.0,170.0,130.32984000000002
-21.0_170.0,KOR,-21.0,170.0,119.16623333333332
-21.0_170.0,VUT,-21.0,170.0,25.098800000000004
-21.0_171.0,CHN,-21.0,171.0,2339.8720833333305
-21.0_171.0,FJI,-21.0,171.0,199.02560000000003
-21.0_171.0,KOR,-21.0,171.0,111.46026666666667
-21.0_171.0,NCL,-21.0,171.0,12.4353
-21.0_171.0,VUT,-21.0,171.0,35.12705
-21.0_172.0,CHN,-21.0,172.0,26.70526
